相談年月日,相談区分,対応言語名,相談概要,相談方法,元ファイル,元行番号
2025/7/23,その他,ベトナム語,窃盗事件について,電話,Question07.csv,101
2025/7/23,その他,タガログ語,休眠アカウントについて,その他,Question07.csv,103
2025/7/24,その他,ポルトガル語,クレジットカードについて,電話,Question07.csv,104
2025/7/24,その他,日本語（ブラジル）,ボランティア通訳について,電話,Question07.csv,105
2025/7/25,その他,英語,ビザと荷物の預け入れについて,電話,Question07.csv,108
2025/7/28,その他,ポルトガル語,エアコンの設置等,電話,Question07.csv,113
2025/7/28,その他,ポルトガル語,自転車購入のトラブル,電話,Question07.csv,114
2025/7/28,その他,ポルトガル語,証明写真,電話,Question07.csv,116
2025/7/29,その他,日本語（ブラジル）,貸付金とエアコンについて,電話,Question07.csv,121
2025/7/29,その他,ポルトガル語,買い物支援,電話,Question07.csv,123
2025/8/1,その他,ポルトガル語,クレジットカードについて,電話,Question08.csv,1
2025/8/1,その他,タガログ語,フィリピンに送る荷物,電話,Question08.csv,3
2025/8/4,その他,ポルトガル語,カードの暗証番号,電話,Question08.csv,4
2025/8/4,その他,ポルトガル語,貸付金の返済減額とエアコンの設置,電話,Question08.csv,5
2025/8/4,その他,英語,妻と子の帰国について,電話,Question08.csv,7
2025/8/5,その他,ポルトガル語,貸付金の返済減額とエアコンの設置,電話,Question08.csv,10
2025/8/6,その他,英語,盗まれたゲームアカウントについて,E-Mail,Question08.csv,16
2025/8/7,その他,ポルトガル語,携帯電話について,電話,Question08.csv,18
2025/8/7,その他,日本語（フィリピン）,相続について,電話,Question08.csv,19
2025/8/8,その他,ポルトガル語,クレジットカードの暗証番号について,電話,Question08.csv,21
2025/8/8,その他,スペイン語,警察官について,来所,Question08.csv,22
2025/8/12,その他,ポルトガル語,弁護士との相談,電話,Question08.csv,27
2025/8/14,その他,スペイン語,県民共済の支払いについて,来所,Question08.csv,31
2025/8/15,その他,ポルトガル語,美容室で予約について,電話,Question08.csv,39
2025/8/19,その他,日本語（ブラジル）,生活支援,電話,Question08.csv,45
2025/8/19,その他,日本語（日本）,外国籍住民の苦情,電話,Question08.csv,46
2025/8/22,その他,日本語（ベトナム）,個人情報について,E-Mail,Question08.csv,63
2025/8/25,その他,スペイン語,給付金について,電話,Question08.csv,68
2025/8/25,その他,ポルトガル語,食糧支援,電話,Question08.csv,69
2025/8/25,その他,英語,インターネットの解約手続き,電話,Question08.csv,71
2025/8/25,その他,スペイン語,話しを聞いてほしい,電話,Question08.csv,72
2025/8/25,その他,ポルトガル語,データのバックアップ作業について,来所,Question08.csv,73
2025/8/26,その他,ポルトガル語,1黒魔術の宗教儀式について 2不安定なメンタル・サプリメントの服用について,来所,Question08.csv,82
2025/8/28,その他,スペイン語,貸付の返済について,E-Mail,Question08.csv,85
2025/8/28,その他,日本語（その他）,特定活動の人の経済的支援について,電話,Question08.csv,88
2025/8/29,その他,ポルトガル語,SDカードについて,電話,Question08.csv,93
2025/8/29,その他,スペイン語,中古車の部品購入について,電話,Question08.csv,94
2025/8/29,その他,英語,クレジットカードが不正使用された,電話,Question08.csv,95
2025/9/1,その他,日本語（ブラジル）,子どものゲーム課金トラブル,電話,Question09.csv,2
2025/9/1,その他,英語,日本語の言い方,電話,Question09.csv,3
2025/9/2,その他,ポルトガル語,関空駐車場の予約,電話,Question09.csv,8
2025/9/2,その他,ポルトガル語,裁判所での通訳について,電話,Question09.csv,10
2025/9/2,その他,タガログ語,家庭裁判所に必要していた書類,電話,Question09.csv,15
2025/9/3,その他,タガログ語,適切な当局への連絡に関する支援を要請する,来所,Question09.csv,24
2025/9/3,その他,ポルトガル語,生命保険などについて,電話,Question09.csv,25
2025/9/5,その他,タガログ語,貸したお金に関するトラブル,電話,Question09.csv,36
2025/9/5,その他,英語,消費生活センターについて,E-Mail,Question09.csv,40
2025/9/8,その他,日本語（ブラジル）,住民票の取得,電話,Question09.csv,47
2025/9/8,その他,日本語（その他）,友人が困っている,電話,Question09.csv,50
2025/9/8,その他,ポルトガル語,身寄りのない人の死について,電話,Question09.csv,52
2025/9/9,その他,英語,職場の同僚にお金を盗まれた,電話,Question09.csv,58
2025/9/9,その他,ポルトガル語,口頭弁論及び答弁書について,電話,Question09.csv,59
2025/9/10,その他,英語,大型ごみの処分について,電話,Question09.csv,63
2025/9/10,その他,タガログ語,公証サービスについて,E-Mail,Question09.csv,66
2025/9/11,その他,ポルトガル語,日本語での言い方について,電話,Question09.csv,67
2025/9/11,その他,英語,車の修理をめぐるトラブルについて,E-Mail,Question09.csv,70
2025/9/16,その他,タガログ語,通訳の依頼。,電話,Question09.csv,78
2025/9/16,その他,日本語（フィリピン）,タガログ語通訳の依頼。,電話,Question09.csv,79
2025/9/19,その他,タガログ語,息子の行動に対する心配,電話,Question09.csv,87
2025/9/19,その他,タガログ語,生活困窮者,電話,Question09.csv,88
2025/9/22,その他,英語,自動支払い処理について,電話,Question09.csv,91
2025/9/24,その他,タガログ語,電話のお支払,電話,Question09.csv,101
2025/9/25,その他,日本語（フィリピン）,保健所にいきたい,電話,Question09.csv,103
2025/9/25,その他,英語,弁護士に依頼することについて,電話,Question09.csv,105
2025/9/29,その他,スペイン語,国勢調査、マイナンバーカード申請記入,来所,Question09.csv,115
2025/9/29,その他,タガログ語,国勢調査について,電話,Question09.csv,120
2025/9/30,その他,ポルトガル語,USBメモリーの使い方について,来所,Question09.csv,126
2025/9/30,その他,英語,国勢調査の記入の手伝い,来所,Question09.csv,128
2025/10/1,その他,ポルトガル語,名古屋国際協会について,電話,Question10.csv,4
2025/10/1,その他,日本語（カンボジア）,特定技能について,電話,Question10.csv,5
2025/10/3,その他,スペイン語,粗大ゴミについて,電話,Question10.csv,19
2025/10/6,その他,タガログ語,国勢調査のアンケートについて,来所,Question10.csv,22
2025/10/6,その他,日本語（ブラジル）,国勢調査の記入の手伝い,来所,Question10.csv,27
2025/10/6,その他,ポルトガル語,国勢調査について,電話,Question10.csv,32
2025/10/7,その他,日本語（ブラジル）,障害者手帳の申請について,電話,Question10.csv,36
2025/10/7,その他,日本語（日本）,確認と結果の報告,電話,Question10.csv,37
2025/10/7,その他,スペイン語,日本語での伝え方について,電話,Question10.csv,43
2025/10/9,その他,ポルトガル語,通訳依頼,電話,Question10.csv,53
2025/10/9,その他,ポルトガル語,友だちが暴力を受けたことについて,電話,Question10.csv,58
2025/10/10,その他,日本語（その他）,法テラスの予約が取りたい,電話,Question10.csv,67
2025/10/16,その他,スペイン語,仕事やアパート探しについて,来所,Question10.csv,85
2025/10/16,その他,日本語（その他）,団体について,来所,Question10.csv,86
2025/10/16,その他,スペイン語,対面の相談について,電話,Question10.csv,88
2025/10/17,その他,ポルトガル語,銀行口座のパスワードの再設定について,電話,Question10.csv,93
2025/10/20,その他,日本語（ミャンマー）,ミャンマー語通訳の依頼,電話,Question10.csv,96
2025/10/23,その他,日本語（ペルー）,生活困窮者について,電話,Question10.csv,104
2025/10/24,その他,英語,住民票が必要,電話,Question10.csv,113
2025/10/27,その他,日本語（ブラジル）,福祉課の窓に来所者に通訳依頼,電話,Question10.csv,115
2025/10/27,その他,日本語（ブラジル）,通訳依頼,電話,Question10.csv,117
2025/10/27,その他,タガログ語,お支払日変更の依頼,電話,Question10.csv,123
2025/10/28,その他,日本語（ブラジル）,ブラジルのパスポートについて,電話,Question10.csv,133
2025/10/28,その他,ポルトガル語,クレジットカードについて,電話,Question10.csv,136
2025/10/28,その他,タガログ語,水道料金,電話,Question10.csv,138
2025/10/29,その他,英語,ゴミの分別と処分に関する情報,電話,Question10.csv,140
2025/10/30,その他,スペイン語,健康と高齢化について,電話,Question10.csv,150
2025/10/31,その他,日本語（ブラジル）,いくつかのハガキ（通知書）の確認,来所,Question10.csv,155
2025/11/4,その他,ポルトガル語,相談について,電話,Question11.csv,11
2025/11/11,その他,ポルトガル語,人権相談について,電話,Question11.csv,45
2025/11/11,その他,ポルトガル語,食料支援,電話,Question11.csv,48
2025/11/12,その他,ポルトガル語,食糧支援,電話,Question11.csv,51
2025/11/12,その他,日本語（その他）,相続について,電話,Question11.csv,52
2025/11/14,その他,ポルトガル語,銀行口座の残高について,電話,Question11.csv,60
2025/11/14,その他,ポルトガル語,カードローンについて,電話,Question11.csv,62
2025/11/14,その他,ポルトガル語,携帯電話代の支払いについて,電話,Question11.csv,63
2025/11/14,その他,ポルトガル語,国勢調査について,電話,Question11.csv,64
2025/11/14,その他,ポルトガル語,口座引き落としについて,電話,Question11.csv,66
2025/11/17,その他,ポルトガル語,兄弟について,電話,Question11.csv,69
2025/11/18,その他,ポルトガル語,国勢調査について,E-Mail,Question11.csv,74
2025/11/20,その他,ポルトガル語,転居届について,電話,Question11.csv,89
2025/11/21,その他,英語,入管と弁護士相談について,電話,Question11.csv,100
2025/11/21,その他,英語,服を寄付するところ,電話,Question11.csv,103
2025/11/25,その他,スペイン語,ニュースや噂について,電話,Question11.csv,116
2025/11/27,その他,日本語（ブラジル）,携帯の解約,来所,Question11.csv,134
2025/11/27,その他,日本語（ネパール）,ネパール語対応,電話,Question11.csv,136
2025/11/28,その他,ポルトガル語,銀行の窓口にて通訳依頼,電話,Question11.csv,140
2025/11/28,その他,日本語（中国）,未成年の子のサポートについて,電話,Question11.csv,143
2025/12/1,その他,タガログ語,保険についての相談,電話,Question12.csv,3
2025/12/1,その他,日本語（フィリピン）,フィリピン人の相談について,電話,Question12.csv,5
2025/12/1,その他,スペイン語,パスポートについて,電話,Question12.csv,9
2025/12/2,その他,ポルトガル語,生活保護の担当者について,電話,Question12.csv,11
2025/12/2,その他,タガログ語,連絡についての相談,電話,Question12.csv,12
2025/12/3,その他,ポルトガル語,米支援について,電話,Question12.csv,16
2025/12/8,その他,ポルトガル語,給湯器の購入,来所,Question12.csv,30
2025/12/8,その他,日本語（その他）,ウクライナ人への相談対応,電話,Question12.csv,31
2025/12/10,その他,タガログ語,行き方を教えてほしい,電話,Question12.csv,42
2025/12/11,その他,ポルトガル語,家族や知的障害の息子たちについて,電話,Question12.csv,45
2025/12/11,その他,英語,アプリの登録の手伝い,来所,Question12.csv,50
2025/12/11,その他,ポルトガル語,弁護士相談,電話,Question12.csv,51
2025/12/12,その他,ポルトガル語,自転車抹消手続きについて,E-Mail,Question12.csv,52
2025/12/12,その他,ポルトガル語,ゆうちょう銀行窓口で通訳について,電話,Question12.csv,54
2025/12/15,その他,タガログ語,給料について,電話,Question12.csv,63
2025/12/16,その他,ポルトガル語,警察からの呼び出しについて,電話,Question12.csv,67
2025/12/16,その他,スペイン語,appleの請求書について,電話,Question12.csv,68
2025/12/17,その他,ポルトガル語,ガス給湯器について,来所,Question12.csv,71
2025/12/17,その他,タガログ語,相談センターの行き方をと他の相談窓口を教えてほしい,E-Mail,Question12.csv,74
2025/12/18,その他,ポルトガル語,ガス給湯器について,来所,Question12.csv,80
2025/12/19,その他,日本語（その他）,法律相談希望,電話,Question12.csv,82
2025/12/19,その他,ポルトガル語,ガス給湯器について,電話,Question12.csv,88
2025/12/22,その他,タガログ語,相談者と支援者のコミュニケーション不足,来所,Question12.csv,94
2025/12/22,その他,スペイン語,役所の対応について,電話,Question12.csv,95
2025/12/22,その他,ポルトガル語,障がい者手帳の更新について,電話,Question12.csv,98
2025/12/23,その他,タガログ語,Kyoto YWCA-APTに繋いでほしい,電話,Question12.csv,100
2025/12/23,その他,ポルトガル語,法律相談について,電話,Question12.csv,103
2025/12/24,その他,ポルトガル語,法律相談について,電話,Question12.csv,105
2025/12/24,その他,日本語（日本）,センターの所在地について,電話,Question12.csv,111
2025/12/25,その他,ポルトガル語,携帯電話使用料の支払いについて,電話,Question12.csv,114
2025/12/26,その他,ポルトガル語,自殺願望がある,電話,Question12.csv,115
2025/12/26,その他,ポルトガル語,法律相談について,来所,Question12.csv,117
2025/12/26,その他,スペイン語,ボリビアのパスポートについて,電話,Question12.csv,118
